 RT , ねぇねぇみんな聞いて：
デシャバル,率先して取りくむ
デシャバルナ,もっと前にすすめ！
デスマッチ,白黒つける戦い
デズッパリ,人気がありすぎ
デパガ,百貨店勤務女性
デパチカ,夢の空間
デパ地下,夢の空間
デフォ,立ち返る状態
デブ,ラブリー
デブス,絶世のお方
デブセン,特殊な専門家
デブ専,特殊な専門家
デベソ,美人
デベロッパー,ドリーマー
デマ,火の無いところにある煙
デマチ,健気な待ち
デモドリ,アンコール
デート,かけがえのない時間
トウシロ,初心者
トウフメンタル,儚い精神力
トウヘンボク,わからずやさん♪
トキトバ,時と場合による
トッチメル,おしおきする
トッパスル,新しいステージに進む
トッピョウシモナイ,思ってもいなかった
トツマチ,正座で電話待ち
トツル,ラブコールする
トテツモナイ,わたしの想像を越える
トドノツマリ,要するに
トバッチリ,体当たり
トホウニクレル,たいそう困惑する
トホウモナイ,すさまじい規模の
トマト,おトマト
トモチョコ,友情によるチョコ交換
トリエガナイ,万能
トリシマリヤク,会社を背負うヒーロー
トリツクシマガナイ,手がかりが見つかる
トリマ,とりあえず、まあ
トロい,のんびり
トロイ,のんびり
トンキョウ,ピョンピョン
トンキン,東京
トンズラ,出発
トンチキ,天然さん
トンチャクナイ,悠然となさる
トンチンカン,非常に興味深い
トンデモ,とんでもございません
トンデモナイ,とんでもございません
トンマ,のんびり屋さん
ドアホ,とっても頭がいい
ドウカシテルゼッ！,理解が追いつかないわっ！
ドウテイ,未知の世界が広がっている人
ドウモリ,どうぶつのもり
ドエヌ,びっくりするほど普通の方
ドエライ,たいそう
ドカタ,青空の元でお仕事
ドキュン,ピュア
ドキュンネーム,斬新で画期的なネーム
ドギツイ,すこしはげしい
ドギモヲヌカレタ,驚かされた
ドクオ,独り身の王子様
ドクシン,貴族
ドクプリ,♡♡♡
ドクモ,キラキラ素人モデル
ドケチ,節約上手
ドゲザ,誠意いっぱいの謝罪
ドコノウマノホネ,ミステリアスな方
ドコフクカゼ,他人の評判を気にしない様子
ドコンジョウ,秘めたるパワー
ドザ,WINDOWS ユーザー
ドシガタイ,分かってもらうのが難しい
ドジ,おちゃめさん
ドスケベ,人並み外れてピュア
ドスコイ,ご機嫌いかが？
ドタキャン,心苦しい欠席
ドチクショウ,とってもすてき
ドツイタロカ,そっと押してもいいかしら
ドテッパラ,麗しいお腹
ドノツラサゲテ,どのようなお顔をなさって
ドビンボウ,質素
ドフサ,非常にフサフサ
ドブ,オアシス
ドヤガオ,笑顔
ドヤガオ,綺麗なお顔
ドヤス,さえずる
ドヤ顔,綺麗なお顔
ドユコト！？,どういうことなのかしら？
ドルオタ,アイドルを愛する方々
ドロドロ,サラサラ
ドロボウ,なにかと奪う人
ドロボウネコ,恋の勝者
ドロヲガク,吐息を吐く
ドロン,バイバイっ
ドンハンキンドブ,どんなお考えですか、お金を側溝に捨てる気？
ドンブリカンジョウ,おおらかなビジネス
ドンマイ,Don`t mind
ドーピング,内緒でウコンの力を摂取
ナアナア,ねぇねぇ
ナイガシロ,記憶の彼方にアウェイ
ナイシュッケツ,生きてる証
ナイショク,もうひとつのお仕事
ナイス,近年稀に見る良い
ナイテイ,社会との約束
ナイトクラブ,夜の歓楽スポット
ナイネン,無いのよ
ナイミツ,ここだけのひ・み・つ♡
ナイモノネダリ,ぜいたく
ナイーブ,ピュア
ナウ,の、ところよ
ナウい,最新だ
ナウイ,最新だ
ナオザリ,等閑
ナカオレハット,オシャレ番長帽子
ナカセ,涙が出ちゃう…
ナカタガイ,本当は仲良くしたいとお願い
ナカダルミ,ちょっとだけ休憩
ナカナオリ,愛の再確認
ナカナカ,子供の頃思い描いたようには
ナカマハズレ,独立
ナカユビタテル,愛してるのサイン
ナガサレヤスイ,好奇心旺盛な
ナガチョウバ,有意義な時間
ナガッタラシイ,内容が豊かな
ナガツヅキシナイ,一生を共にできない
ナガナガト,ご丁寧に
ナガラゾク,器用
ナガレモノ,夢を旅する方
ナキアカシタ,枕を涙でジメジメにした
ナキオトシ,人の善意に頼るお願い
ナキガオ,笑顔
ナキジャクル,悲しみをあらわにする
ナキジョウゴ,演技派
ナキッツラニハチ,笑顔に蝶々
ナキツク,一生のお願いを何度もする
ナキニシモアラズ,あると思うの
ナキネイリ,ベッドで悲しみにくれる
ナキベソ,(；ω；)
ナキワカレ,また会いましょうと約束
ナグサメル,元気にする
ナグリコミ,抱きかかえ
ナグリタイ,抱きしめたい
ナグル,チューする
ナグル,ハグする
ナケナシ,逆に豊富
ナゲキッス,愛情の放出
ナゲダス,抱きかかえる
ナゲヤリ,投げ槍
ナゴリオシイ,ずっと一緒にいたいと願う
ナサケナイ,誇り高い
ナザシ,私だけ特別
ナシクズシ,運命任せ
ナジミヅライ,まだうまくお話しできない
ナジミナイ,文化にない
ナジメナイ,人見知りが発動してる
ナジル,頭ナデナデする
ナスリツケル,パスする
ナッシング,無いかもしれない
ナツイ,ノスタルジーを感じる
ナナコロビヤオキ,ダルマさん
ナナシ,名前はまだ無い
ナナヒカリ,有利な運命の持ち主
ナニイウトル,え？聞こえなかったわ？
ナニクソ,エイ、エイ、おー！
ナニゲニ,今まで秘密にしてたけど
ナニサマ,お星様
ナニトゾ,心の底から
ナニトテ,どうしてなの？
ナニヤツ,かわいいお方♡
ナニヤラ,おやおや
ナニヨリ,とってもいいわね
ナブル,男女男る
ナベブギョウ,お鍋の王様
ナポリタン,オレンジパスタ
ナマアタタカイ,ヤケドしそうにホット
ナマイキ,意見をはっきり言う強さ
ナマカジリ,いただきます
ナマガワキ,コインランドリー&#x3078GO;
ナマクビ,笑顔の化石
ナマグサイ,その場から離れたい
ナマケモノ,がんばり屋さん
ナマゴロシ,ひと思いにされない
ナマジッカ,うっすらと
ナマナマシイ,情景が目に浮かんでしまう
ナマヌルイ,もう少しで完璧
ナマハンカ,どっちつかずな
ナマヘンジ,愛の挨拶
ナマメカシイ,夢中になってしまう
ナマヤサシイ,世の中甘くない
ナマリ,ランゲージ
ナミダ,笑顔に変わるための一歩
ナミダグマシイ,涙なしでは語れない
ナミダモロイ,感受性が豊か
ナメてんの,仲良くしたいの
ナメんじゃねー,仲良くしてもいー
ナメんな,仲良くして
ナメクジ,雨の日の妖精
ナメテンノ,仲良くしたいの
ナメンジャネー,仲良くしてもいー
ナメンナ,仲良くして
ナヤミノタネ,いつか大きく咲く花
ナヨナヨ,しなやかに
ナラズモノ,ある意味、大物
ナリアガリ,急な成功者
ナリキン,急なお金持ち
ナリサガル,謙遜しすぎる
ナリスマシ,分身の術
ナリスマス,上手に変身する
ナリタリコン,運命の相手探し、再開
ナリフリカマワズ,自分だけを信じて
ナリユキ,運命
ナルシスト,自分を大切にできる方
ナルハヤ,ゆっくり
ナルヘソ,なるほど
ナレアイ,おままごとごっこ
ナレソメ,運命のはじまり
ナレッコ,玄人
ナレナレシイ,仲良くしてくれる
ナレノハテ,おしまい、おしまい♪
ナンクセ,批判めいた意見
ナンショク,虹色
ナンジャク,ちょっと難しいわねって顔
ナンセンス,ナイスセンス
ナンダカナア,それでも明日があるよね
ナンダッタノカ,忘却の彼方へ
ナンチャッテ,ホントじゃない
ナンツッテ,てへへ☆
ナンデヤネン,どうしてなのかしら
ナントヤラ,…えーと、思い出せないわ
ナンナラ,貴方が喜ぶのならば
ナンナンダ,意図が分かりかねるわ
ナンノソノ,私の辞書にはない
ナンバーワン,トップオブザワールド
ナンパ,交際の申込み
ナンパオトコ,愛があふれて止まらない方
ナンパヤロウ,愛があふれて止まらない方
ナンパ男,愛があふれて止まらない方
ナンパ野郎,愛があふれて止まらない方
ナンボ,まぁまぁ、お茶でも
ナンヤネン,好き好きよ
ナース,白衣の天使
ナーバス,ナーヴァス
ニエカエル,穏やかに過ごす
ニエキラナイ,曖昧さがよい
ニエタツ,穏やかでいる
ニク,愛してるお肉
ニクイ,尊敬している
ニクシミ,愛情
ニクタラシイ,お肉食べたい
ニクマレグチ,褒め言葉
ニクム,尊敬する
ニクラシイ,肉らしい
ニゴウ,サブ・パートナー
ニジ,七色の橋
ニジュウジンカク,エンターテイナー
ニジュッセイキチュウネン,二十代の会合にいらっしゃる方
ニテクオウトヤイテクオウト,貴女のお好きになさって
ニノキン,読書に勤しむ方
ニノクガツゲナイ,お口がふさがらない
ニベモナイ,親切だ
ニホン,素晴らしい国、日本
ニホンゴデオケー,日本語でおしゃべりしましょ♪
ニョウ,じょじょじょ♪
ニワカ,新人さん
ヌイグルミ,子供の頃の恋人
ヌカヨロコビ,フライング喜び
ヌカリナイ,さすが！！
ヌキアシ,サイレント歩行
ヌキウチ,真実が見える
ヌクヌク,ほっこり
ヌケガケ,お早い行動
ヌケダシ,ちょっと失礼
ヌケヌケと,無邪気な様子で
ヌケヌケト,無邪気な様子で
ヌケミチ,秘密の裏道
ヌスット,お巡りさんのお世話になる人
ヌスミギキ,ご清聴
ヌスミグイ,味見
ヌスミヨミ,拝見
ヌラリクラリ,ゆっくりほっこり
ヌリタクッテ,たくさんぬりぬり
ヌルっと,それはそれは静かに
ヌルット,それはそれは静かに
ヌレオチバ,ダーリン
ヌレギヌ,渇いた洋服
ヌレネズミ,仔猫ちゃん
ヌード,生まれたままの姿
ヌーン,こんにちは！お元気？
ネエサン,お姉様
ネオニート,奇跡の自宅警備員
ネカマ,ネットでの性転換
ネガキャン,後向きなキャンペーン
ネコ,こたつで丸くなる生き物
